 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1041,362,466,15.201,12.254,0,0.265,1.626,3.552,8.968,25.037,61.689
1042,362,468,24.638,5.188,0,0.228,1.469,2.859,6.429,16.224,17.377
1043,363,468,33.252,86.825,0,0.308,1.603,3.291,7.684,19.759,7.519
1044,363,470,18.342,88.431,0,0.165,1.385,2.617,6.083,16.694,12.877
1045,364,469,51.925,82.670,0,0.225,1.594,3.523,9.220,27.040,42.783
1046,364,470,57.000,87.389,0,0.151,1.876,4.364,11.347,32.088,25.756
1047,364,471,52.713,88.850,0,0.117,1.032,1.324,1.805,2.628,15.734
1048,364,473,60.709,86.684,0,0.195,1.515,3.523,10.124,32.757,11.683
1049,365,470,3.880,53.965,0,0.296,1.840,4.462,12.316,36.911,28.866
1050,365,472,6.244,47.484,0,0.208,1.384,2.806,7.164,21.748,17.056
1051,366,472,16.169,18.784,0,0.306,1.631,3.528,8.909,25.309,18.100
1052,366,474,6.508,21.488,0,0.282,1.763,4.048,10.605,30.399,7.263
1053,367,472,41.352,30.452,0,0.298,1.681,3.670,9.306,26.439,19.113
1054,367,474,49.451,18.619,0,0.266,1.501,3.057,7.423,20.798,31.533
1055,368,474,60.391,1.594,0,0.142,1.474,3.068,7.886,23.616,31.165
1056,368,476,63.230,3.029,0,0.321,1.718,3.780,9.509,26.325,16.392
1057,369,474,85.058,58.361,0,0.249,1.537,3.236,8.134,23.343,34.628
1058,369,476,76.005,61.030,0,0.306,1.658,3.742,9.940,29.581,16.292
1059,370,474,37.975,63.821,0,0.226,1.596,3.626,9.863,30.126,20.264
1060,370,476,43.331,59.372,0,0.291,1.438,2.633,5.406,12.154,16.439
1061,371,475,57.534,41.641,0,0.327,1.739,3.948,10.387,30.332,9.455
1062,371,477,49.418,29.481,0,0.223,1.383,2.648,6.170,16.953,24.955
1063,371,479,42.822,19.936,0,0.217,1.700,4.268,12.876,43.190,15.951
1064,371,481,40.146,24.195,0,0.164,1.304,2.524,6.108,17.534,8.611
1065,372,476,3.540,1.700,0,0.218,1.404,2.727,6.503,18.238,15.792
1066,372,478,4.733,3.909,0,0.313,1.675,3.711,9.450,26.495,33.220
1067,373,478,19.740,86.906,0,0.312,1.721,3.978,10.698,31.754,26.976
1068,373,480,12.588,83.514,0,0.332,1.678,3.789,9.978,29.157,15.363
1069,373,482,1.708,87.832,0,0.125,1.506,3.333,9.343,30.391,25.731
1070,374,479,89.704,2.050,0,0.205,1.594,3.564,9.577,29.169,30.454
1071,374,481,70.653,2.969,0,0.265,1.867,4.889,14.890,49.492,4.256
1072,374,483,79.170,6.680,0,0.185,1.173,1.861,3.510,7.944,4.439
1073,375,479,45.734,79.563,0,0.319,1.877,4.465,12.069,35.673,13.183
1074,375,481,30.928,71.350,0,0.326,1.806,4.379,12.482,39.676,4.961
1075,375,483,26.175,87.232,0,0.234,1.940,4.572,12.028,34.369,16.465
1076,376,482,2.899,14.307,0,0.284,1.525,3.131,7.629,21.362,22.651
1077,376,484,6.299,27.910,0,0.283,1.666,3.814,10.322,31.179,6.832
1078,376,485,14.055,26.438,0,0.195,1.508,3.261,8.418,24.559,31.690
1079,377,482,78.162,23.726,0,0.287,1.660,3.407,7.774,19.195,25.847
1080,377,483,82.797,23.991,0,0.200,1.539,3.405,9.127,27.897,12.753
1081,378,483,87.011,88.180,0,0.250,1.918,4.430,11.412,31.786,19.116
1082,378,485,85.951,89.359,0,0.123,1.176,2.509,7.022,23.176,3.720
1083,379,484,28.400,35.389,0,0.294,1.602,3.267,7.618,19.662,18.785
1084,379,485,24.889,31.137,0,0.226,1.490,3.139,7.902,22.589,30.909
1085,379,487,27.725,19.606,0,0.260,1.715,3.831,9.733,27.022,21.972
1086,379,489,8.610,22.715,0,0.226,1.642,3.596,9.291,27.186,47.621
1087,380,487,58.406,29.059,0,0.237,1.762,4.505,13.702,46.096,27.393
1088,380,488,66.364,33.195,0,0.310,1.752,4.210,11.818,36.731,8.118
1089,381,487,85.338,58.989,0,0.298,1.696,3.745,9.478,26.499,20.875
1090,381,489,93.155,76.585,0,0.141,1.536,3.164,7.329,18.520,45.427
1091,382,487,40.206,62.673,0,0.233,1.499,3.160,8.041,23.489,4.491
1092,382,489,40.710,57.654,0,0.255,1.536,3.148,7.545,20.345,46.624
1093,383,490,47.450,2.667,0,0.325,2.065,5.185,14.546,44.122,8.555
1094,383,492,43.306,0.643,0,0.071,1.184,3.490,12.500,47.971,42.501
1095,384,490,65.128,53.940,0,0.266,1.948,4.838,13.731,42.656,8.601
1096,384,492,55.195,68.173,0,0.251,1.587,3.565,9.784,30.845,51.341
1097,385,491,36.841,28.753,0,0.616,1.557,3.131,7.224,18.585,3.4e38
1098,385,492,38.462,31.398,0,0.319,1.703,3.686,9.113,24.864,51.819
1099,385,493,37.448,29.861,0,1.304,1.412,2.508,4.944,10.585,3.4e38
1100,385,494,31.894,30.584,0,0.306,1.566,3.191,7.475,19.532,15.770
1101,385,495,38.560,27.640,0,0.683,1.557,3.080,6.900,17.065,3.4e38
1102,385,496,38.402,31.084,0,0.613,1.698,3.624,8.713,22.901,3.4e38
1103,385,497,46.787,28.704,0,0.294,1.903,4.617,12.664,37.745,16.432
1104,385,499,36.364,32.565,0,0.706,1.607,3.284,7.664,19.900,3.4e38
1105,386,492,44.946,52.364,0,0.287,1.715,3.864,9.942,28.008,50.458
1106,386,494,38.967,61.184,0,0.210,1.517,3.321,8.735,25.881,17.601
1107,387,502,13.890,19.519,0,0.370,1.422,2.650,5.785,14.552,13.602
1108,387,503,11.626,15.603,0,0.312,1.680,3.586,8.742,23.551,19.663
1109,387,504,4.457,10.208,0,0.301,1.491,2.948,6.812,17.864,4.376
1110,387,506,15.176,12.483,0,0.260,1.317,2.263,4.507,10.348,12.072
1111,388,502,45.895,58.576,0,0.297,1.683,3.678,9.276,26.098,4.101
1112,388,504,46.877,42.510,0,0.290,1.156,1.723,2.823,5.020,9.748
1113,389,502,29.929,76.049,0,0.297,1.543,3.094,7.114,18.206,21.906
1114,389,503,30.506,69.251,0,0.261,1.660,3.704,9.594,27.514,17.316
1115,389,505,24.076,77.670,0,0.218,1.468,3.222,8.879,28.472,21.288
1116,389,507,33.992,63.596,0,0.232,1.583,3.421,8.689,24.654,45.656
1117,390,503,46.011,80.706,0,0.257,1.946,5.207,15.731,50.674,13.287
1118,390,504,37.936,77.320,0,0.217,1.552,3.449,9.196,27.703,4.367
1119,391,505,16.169,18.034,0,0.291,1.875,4.772,14.112,45.866,15.713
1120,391,506,20.990,24.957,0,0.208,1.367,2.538,5.514,13.592,18.606
1121,391,507,17.119,30.832,0,0.186,1.509,3.315,8.802,26.635,48.038
1122,392,506,47.343,4.807,0,0.212,1.433,3.005,7.872,24.188,20.649
1123,392,508,46.592,17.550,0,0.171,1.739,4.240,12.346,40.165,19.600
1124,392,509,54.613,15.625,0,0.193,1.246,2.117,4.245,9.950,41.935
1125,392,511,45.452,28.463,0,0.278,1.439,2.685,5.756,13.879,15.993
1126,393,507,1.706,77.462,0,0.164,1.459,3.215,8.833,27.643,45.699
1127,393,508,6.420,70.970,0,0.341,1.738,3.848,9.720,27.097,21.480
1128,393,509,0.815,67.778,0,0.076,0.987,2.073,5.650,17.891,40.999
1129,394,508,92.729,80.475,0,0.131,1.267,2.472,6.409,20.339,3.652
1130,394,510,93.114,83.043,0,0.107,1.190,2.328,5.334,13.626,15.779
1131,395,509,11.266,60.816,0,0.175,1.223,2.011,3.901,8.884,39.206
1132,395,511,2.699,58.497,0,0.433,2.073,5.250,14.763,44.637,17.055
1133,396,510,41.548,46.416,0,0.337,1.690,3.662,9.078,24.852,10.053
1134,396,512,50.751,58.998,0,0.298,1.448,2.803,6.388,16.774,27.668
1135,397,510,31.049,72.297,0,0.316,1.752,4.048,10.744,31.309,9.816
1136,397,511,37.521,66.881,0,0.215,1.750,4.669,14.663,49.763,6.367
1137,398,511,91.719,21.541,0,0.230,1.407,2.749,6.496,18.022,16.348
1138,398,512,85.531,14.563,0,0.341,1.551,3.112,7.150,18.251,41.353
1139,399,511,63.757,47.679,0,0.330,2.014,5.180,14.998,46.885,18.761
1140,399,513,67.413,52.498,0,0.247,1.185,1.795,2.983,5.357,27.058
1141,400,512,16.603,29.458,0,0.211,1.467,3.241,8.973,28.827,42.894
1142,400,514,1.708,31.281,0,0.142,1.707,3.735,9.644,28.059,20.633
1143,401,512,57.716,88.548,0,0.117,1.449,3.054,8.187,25.753,40.353
1144,401,513,52.094,88.888,0,0.130,1.199,1.943,3.787,8.765,30.289
1145,401,515,53.458,83.943,0,0.253,1.510,3.014,6.990,18.319,23.024
1146,402,514,42.670,3.704,0,0.417,1.671,3.578,8.831,24.325,20.616
1147,402,516,31.468,12.126,0,0.231,1.756,4.389,12.798,40.802,3.411
1148,402,518,39.528,13.670,0,0.268,1.628,3.592,9.358,27.368,34.755
1149,403,515,67.751,77.083,0,0.187,1.388,2.830,7.053,20.233,18.170
1150,403,516,67.600,76.007,0,0.357,1.706,3.844,10.098,29.661,8.822
1151,404,516,79.757,8.759,0,0.161,1.387,3.121,9.044,30.330,12.609
1152,404,518,62.908,2.063,0,0.188,1.507,3.446,9.617,30.359,24.754
1153,404,520,66.137,17.338,0,0.278,1.530,3.097,7.254,18.981,8.885
1154,405,516,13.257,80.347,0,0.255,1.581,3.353,8.305,23.106,16.240
1155,405,518,12.960,70.332,0,0.315,1.814,4.231,11.120,31.703,21.876
1156,406,517,63.064,23.533,0,0.216,1.669,3.964,11.171,35.010,20.497
1157,406,519,78.778,17.582,0,0.195,1.368,2.673,6.478,18.689,3.315
1158,407,517,63.953,40.943,0,0.212,1.480,3.076,7.650,21.751,7.201
1159,407,518,54.887,44.576,0,0.321,1.715,3.984,10.911,33.383,36.791
1160,408,521,91.387,78.035,0,0.256,1.568,3.219,7.602,19.981,16.485
1161,408,523,86.341,73.524,0,0.318,1.709,3.900,10.428,31.147,22.110
1162,409,521,56.894,87.308,0,0.212,1.459,3.028,7.592,21.779,21.260
1163,409,523,47.606,77.062,0,0.248,1.532,3.398,9.204,28.584,37.835
1164,410,522,58.742,55.969,0,0.269,1.463,2.877,6.683,17.840,8.691
1165,410,524,68.212,44.496,0,0.206,1.605,3.754,10.630,34.043,15.382
1166,411,522,17.840,77.661,0,0.292,1.607,3.280,7.575,19.210,7.920
1167,411,523,17.005,82.562,0,0.226,1.388,2.622,5.826,14.772,11.615
1168,412,524,72.442,10.074,0,0.226,1.442,2.788,6.358,16.523,15.385
1169,412,526,56.177,21.623,0,0.181,1.446,2.843,6.637,17.659,15.956
1170,412,528,57.841,11.675,0,0.227,1.381,2.643,6.051,16.038,38.044
1171,412,530,58.511,25.433,0,0.194,1.465,3.144,8.222,24.514,31.351
1172,412,532,59.578,18.784,0,0.279,1.547,3.318,8.509,24.796,16.507
1173,413,524,35.170,89.078,0,0.085,1.298,2.263,4.642,11.112,12.951
1174,413,526,27.577,84.818,0,0.254,1.863,4.364,11.626,34.079,31.336
1175,414,526,23.920,38.391,0,0.245,1.994,5.460,17.059,57.518,15.755
1176,414,527,16.118,41.493,0,0.260,1.550,3.308,8.303,23.370,9.575
1177,414,529,31.090,49.643,0,0.308,1.734,3.895,10.043,28.608,12.006
1178,414,531,46.143,48.516,0,0.290,1.607,3.457,8.686,24.468,13.413
1179,415,526,29.015,39.746,0,0.289,1.592,3.432,8.763,25.361,3.850
1180,415,528,30.285,51.675,0,0.305,1.586,3.464,9.026,26.656,5.056
1181,416,526,66.094,71.580,0,0.293,2.031,5.413,16.155,51.466,15.867
1182,416,528,54.023,67.078,0,0.237,1.459,2.901,6.792,17.994,33.075
1183,416,530,58.660,58.286,0,0.288,1.608,3.446,8.592,24.028,26.415
1184,416,532,58.889,48.248,0,0.281,1.582,3.334,8.237,22.984,16.560
1185,417,529,29.337,25.065,0,0.315,1.854,4.481,12.464,38.142,3.035
1186,417,531,19.555,21.087,0,0.175,1.243,2.280,5.276,14.753,14.965
1187,418,532,21.692,78.336,0,0.165,1.148,1.912,3.856,9.295,6.692
1188,418,533,21.160,71.645,0,0.249,1.756,3.977,10.260,28.979,14.249
1189,418,534,19.057,74.338,0,0.315,1.928,4.557,12.009,34.210,15.260
1190,419,532,31.635,83.810,0,0.274,1.328,2.314,4.676,10.846,6.881
1191,419,533,30.472,87.452,0,0.279,1.558,3.112,7.109,18.070,12.552
1192,420,533,33.561,76.212,0,0.258,1.544,3.474,9.610,30.590,26.352
1193,420,535,39.029,64.986,0,0.216,1.431,2.841,6.706,18.054,19.612
1194,420,537,32.319,56.381,0,0.208,1.365,2.663,6.395,18.039,3.249
1195,421,535,80.666,15.829,0,0.255,1.688,3.586,8.658,23.180,17.854
1196,421,537,77.288,15.666,0,0.289,1.838,4.470,12.665,39.775,3.958
1197,422,538,8.100,20.462,0,0.293,1.633,3.483,8.581,23.542,18.205
1198,422,540,0.666,12.696,0,0.128,1.185,2.079,4.212,9.551,7.396
1199,422,542,1.532,6.084,0,0.102,1.339,2.520,6.001,17.076,19.330
1200,422,544,11.782,0.998,0,0.112,1.068,1.816,3.903,10.297,7.185
1201,422,546,3.866,0.615,0,0.095,0.941,1.664,3.690,9.492,19.194
1202,423,538,76.090,34.676,0,0.263,1.520,3.162,7.835,22.050,34.452
1203,423,539,69.041,36.822,0,0.216,1.242,2.135,4.327,10.206,26.468
1204,423,541,50.493,38.990,0,0.221,1.629,3.851,10.889,34.322,4.160
1205,424,539,87.604,87.971,0,0.243,1.363,2.319,4.311,8.577,35.179
1206,424,541,86.827,75.388,0,0.232,1.410,2.712,6.218,16.564,30.913
1207,424,542,92.702,75.710,0,0.173,1.271,2.205,4.670,11.813,36.794
1208,425,539,54.021,88.834,0,0.182,1.425,2.707,6.187,16.487,21.399
1209,425,540,61.709,88.413,0,0.275,1.351,2.612,6.224,17.287,12.263
1210,426,540,32.785,2.689,0,0.353,1.486,2.948,6.791,17.602,9.119
1211,426,542,24.128,0.770,0,0.100,1.226,2.012,3.689,7.406,31.901
1212,426,543,28.049,5.752,0,0.277,1.964,4.884,13.644,41.151,5.564
1213,427,541,12.091,68.666,0,0.202,1.315,2.503,5.914,16.538,24.242
1214,427,543,1.972,63.053,0,0.145,1.778,4.445,13.458,45.483,5.585
1215,428,544,27.588,16.734,0,0.277,1.430,2.834,6.890,19.824,10.572
1216,428,546,27.574,1.319,0,0.166,1.190,1.780,2.976,5.551,22.573
1217,428,548,26.063,17.761,0,0.261,1.797,4.275,11.833,36.430,10.273
1218,428,549,19.556,24.591,0,0.182,1.242,2.123,4.364,10.589,9.618
1219,428,551,11.954,37.433,0,0.324,1.535,3.206,7.932,22.280,18.054
1220,428,552,13.947,33.244,0,0.330,1.563,3.137,7.124,17.771,19.083
1221,428,554,9.462,31.310,0,0.291,1.816,4.098,10.338,28.234,25.022
1222,428,556,1.249,15.492,0,0.176,1.553,3.273,8.407,25.138,34.554
1223,428,557,3.848,9.642,0,0.241,1.669,3.775,9.903,28.699,11.461
1224,429,544,56.463,27.004,0,0.165,1.377,3.190,9.578,33.008,13.286
1225,429,546,71.017,30.725,0,0.202,1.393,2.800,6.822,19.092,17.727
1226,430,545,84.915,56.800,0,0.292,1.379,2.570,5.662,14.341,21.464
1227,430,546,92.595,59.453,0,0.138,1.498,3.272,8.975,28.412,17.563
1228,430,548,91.620,76.060,0,0.287,1.604,3.336,7.910,20.688,30.573
1229,431,545,75.935,60.713,0,0.238,1.467,2.963,7.058,18.998,9.500
1230,431,547,73.376,75.421,0,0.302,1.689,3.872,10.348,30.652,16.560
1231,432,548,70.752,87.565,0,0.196,1.720,3.518,7.843,18.772,35.944
1232,432,550,70.265,71.149,0,0.258,1.868,4.829,14.408,46.707,7.354
1233,432,552,85.093,59.466,0,0.259,1.421,2.721,6.053,15.165,37.198
1234,432,554,91.397,71.842,0,0.236,1.360,2.412,4.888,11.140,5.802
1235,432,556,92.302,75.723,0,0.265,1.564,3.281,7.961,21.522,33.873
1236,432,558,83.942,88.561,0,0.151,1.198,1.933,3.746,8.692,30.641
1237,432,560,90.139,87.381,0,0.321,1.804,3.975,9.768,26.124,7.751
1238,433,549,2.251,3.581,0,0.280,1.477,2.892,6.620,17.172,7.278
1239,433,550,2.624,4.762,0,0.224,1.916,4.369,11.191,31.541,17.782
1240,433,552,1.993,15.631,0,0.200,1.410,2.670,6.002,15.420,35.289
1241,433,553,3.371,15.493,0,0.341,1.862,4.558,12.815,39.560,10.489
1242,434,550,90.613,15.602,0,0.355,1.815,4.181,10.873,30.752,14.432
1243,434,551,92.691,18.677,0,0.150,1.392,2.668,6.242,16.986,9.236
1244,435,551,12.061,44.621,0,0.332,1.517,3.069,7.220,19.033,20.607
1245,435,553,30.517,43.059,0,0.212,1.504,3.250,8.572,25.947,23.518
1246,436,553,18.998,63.945,0,0.229,1.608,3.652,9.844,29.587,31.009
1247,436,554,16.117,55.020,0,0.261,1.696,3.855,10.127,29.382,32.466
1248,437,554,69.334,17.009,0,0.326,1.899,4.667,12.967,38.976,3.970
1249,437,556,71.526,31.283,0,0.190,1.380,2.749,6.731,19.248,23.564
1250,438,555,5.277,46.907,0,0.358,1.816,4.285,11.505,33.701,7.856
1251,438,557,5.801,41.290,0,0.262,1.915,4.723,13.136,39.493,10.072
1252,439,555,88.098,58.673,0,0.354,1.890,4.661,13.129,40.360,8.462
1253,439,557,76.520,59.336,0,0.220,1.706,4.263,12.509,40.124,25.946
1254,439,559,91.160,72.437,0,0.339,1.638,3.695,9.776,28.796,30.242
1255,439,561,90.889,56.431,0,0.320,1.608,3.289,7.584,19.111,22.851
1256,439,563,86.631,70.284,0,0.342,1.732,3.865,9.932,28.340,62.088
1257,439,564,92.501,68.189,0,0.216,1.451,2.988,7.641,22.669,7.068
1258,439,565,83.235,64.678,0,0.303,1.593,3.430,8.714,24.994,12.286
1259,439,567,81.373,68.417,0,0.187,1.325,2.460,5.546,14.713,29.518
1260,440,556,69.982,1.756,0,0.170,1.597,3.478,9.117,27.278,28.833
1261,440,557,76.073,1.992,0,0.179,1.396,2.813,6.943,19.833,16.226
1262,440,558,72.298,2.173,0,0.229,1.279,2.332,5.192,13.648,37.991
1263,440,560,70.712,0.682,0,0.109,0.744,0.896,1.173,1.691,11.266
1264,440,561,62.540,1.468,0,0.175,1.492,2.911,6.753,18.074,50.993
1265,441,556,51.751,7.573,0,0.224,1.347,2.625,6.470,19.251,18.828
1266,441,558,43.759,0.668,0,0.108,0.907,1.270,1.972,3.348,5.911
1267,442,557,78.213,9.446,0,0.168,1.402,2.905,7.444,22.107,15.992
1268,442,558,70.685,10.732,0,0.181,1.328,2.572,6.099,16.888,26.815
1269,443,558,15.629,10.853,0,0.198,1.153,1.785,3.211,6.779,25.289
1270,443,560,9.219,1.354,0,0.167,1.458,2.861,6.836,18.987,7.811
1271,444,558,21.352,73.219,0,0.279,1.337,2.365,4.903,11.750,36.515
1272,444,560,26.772,87.717,0,0.306,1.666,3.548,8.643,23.361,18.631
1273,444,562,26.524,88.507,0,0.152,1.249,2.251,5.320,15.756,4.640
1274,445,559,30.313,4.997,0,0.258,1.696,3.891,10.505,31.775,31.849
1275,445,561,40.902,16.665,0,0.259,1.481,2.899,6.605,17.011,51.837
1276,446,560,14.988,51.324,0,0.267,1.563,3.275,8.053,22.307,18.663
1277,446,562,16.359,54.224,0,0.279,1.719,3.925,10.356,30.242,23.219
1278,446,564,9.174,60.624,0,0.240,1.787,4.494,13.196,42.520,19.221
1279,447,561,46.869,36.434,0,0.234,1.433,2.829,6.681,18.174,51.095
1280,447,563,47.551,28.145,0,0.281,1.662,3.783,10.314,31.906,61.228
1281,447,565,48.055,19.848,0,0.325,1.808,4.282,11.683,35.135,14.256
1282,447,567,55.183,28.802,0,0.184,1.311,2.518,6.184,18.402,28.076
1283,448,562,38.363,66.363,0,0.220,1.405,2.754,6.560,18.162,11.992
1284,448,563,43.823,61.948,0,0.354,1.686,3.737,9.588,27.322,59.039
1285,449,563,3.359,39.690,0,0.316,1.704,3.790,9.673,27.255,61.956
1286,449,565,11.941,40.698,0,0.191,1.431,3.167,9.010,30.076,10.732
1287,450,571,0.919,41.212,0,0.127,0.877,1.196,1.928,3.827,18.778
1288,450,573,17.397,51.387,0,0.244,1.519,3.107,7.528,20.824,16.089
1289,451,571,69.569,89.084,0,0.150,1.062,1.703,3.188,6.815,6.330
1290,451,573,72.231,73.585,0,0.208,1.696,4.200,12.477,41.355,28.143
1291,452,572,2.215,1.487,0,0.166,1.235,2.022,3.815,8.190,42.642
1292,452,574,15.237,0.622,0,0.089,1.461,3.722,11.489,39.176,13.437
1293,452,576,4.233,8.245,0,0.405,1.480,2.723,5.562,12.342,3.282
1294,452,578,16.570,7.962,0,0.230,1.534,3.277,8.411,24.706,51.088
1295,453,572,41.628,88.243,0,0.173,1.334,2.259,4.360,9.406,39.210
1296,453,573,51.063,88.565,0,0.193,1.548,3.126,7.469,20.348,16.161
1297,453,575,58.700,82.465,0,0.201,1.415,2.901,7.464,22.844,14.707
1298,454,574,17.460,75.418,0,0.218,1.804,4.236,11.491,34.581,11.500
1299,454,576,22.387,57.223,0,0.280,1.729,3.914,10.190,29.252,6.095
1300,454,577,16.755,52.490,0,0.439,1.774,3.988,10.178,28.526,14.211
1301,455,574,86.861,78.220,0,0.309,1.622,3.364,8.071,21.799,19.586
1302,455,576,92.716,86.857,0,0.185,1.674,3.486,8.503,23.568,6.764
1303,456,579,32.850,30.613,0,0.220,1.335,2.554,5.942,15.998,16.323
1304,456,581,36.766,13.683,0,0.292,1.558,3.268,8.049,22.349,21.260
1305,457,580,44.768,86.490,0,0.219,1.720,4.320,12.747,41.098,13.778
1306,457,582,62.485,80.721,0,0.339,1.794,4.265,11.727,35.587,13.535
1307,457,584,44.469,86.391,0,0.221,1.256,2.059,3.848,8.152,16.926
1308,458,581,6.238,38.965,0,0.320,1.682,3.737,9.540,26.867,22.803
1309,458,583,5.464,33.772,0,0.221,1.368,2.645,6.371,18.489,16.334
1310,458,584,5.992,37.409,0,0.290,1.447,2.826,6.609,18.076,23.738
1311,458,586,0.779,19.381,0,0.090,0.979,1.904,5.173,17.346,15.825
1312,459,583,69.205,56.531,0,0.257,1.407,2.671,6.019,15.683,16.501
1313,459,585,79.370,59.998,0,0.167,1.566,3.864,11.779,40.496,33.986
1314,460,584,92.509,6.720,0,0.233,1.324,2.133,3.745,7.043,17.995
1315,460,585,84.726,9.016,0,0.203,1.628,3.856,10.914,34.448,33.818
1316,461,584,66.202,41.426,0,0.259,1.613,3.647,9.921,30.608,9.265
1317,461,586,74.322,26.163,0,0.250,1.588,3.447,8.810,25.263,15.405
1318,461,588,76.012,40.212,0,0.218,1.294,2.249,4.600,10.891,11.249
1319,462,584,1.637,87.321,0,0.204,1.437,2.866,6.953,19.428,24.202
1320,462,585,4.115,88.483,0,0.184,1.426,2.691,6.095,16.052,10.076
1321,462,586,0.887,82.911,0,0.096,1.043,1.871,4.329,12.136,15.825
1322,462,587,5.927,85.933,0,0.260,1.623,3.589,9.240,26.468,32.736
1323,463,585,49.948,8.618,0,0.222,1.474,2.993,7.230,19.849,11.121
1324,463,586,47.018,3.388,0,0.265,1.640,3.887,11.045,35.067,31.332
1325,464,586,28.247,23.493,0,0.254,1.725,4.195,12.106,38.830,18.325
1326,464,588,18.339,34.351,0,0.274,1.642,3.791,10.629,33.932,19.656
1327,464,589,18.265,28.426,0,0.248,1.666,3.882,10.693,32.777,33.012
1328,464,591,28.602,29.245,0,0.170,1.247,2.329,5.445,15.080,16.065
1329,464,593,24.683,36.979,0,0.313,1.689,3.707,9.437,26.865,16.993
1330,464,594,21.299,30.026,0,0.250,1.649,3.676,9.525,27.370,14.162
1331,465,587,8.802,30.434,0,0.241,1.354,2.466,5.301,13.210,8.140
1332,465,589,3.650,36.999,0,0.273,1.734,4.011,10.869,32.917,25.951
1333,465,591,4.032,25.392,0,0.212,1.300,2.269,4.637,10.907,15.829
1334,466,587,60.006,82.837,0,0.292,1.641,3.842,10.752,33.688,22.735
1335,466,589,61.792,82.227,0,0.214,1.609,3.672,9.948,30.211,36.358
1336,467,587,45.369,88.035,0,0.281,1.630,3.548,9.167,27.040,32.869
1337,467,589,40.908,77.935,0,0.200,1.551,3.376,8.735,25.391,29.257
1338,467,590,33.035,76.661,0,0.191,1.423,3.066,8.037,23.876,29.049
1339,467,592,35.535,76.357,0,0.252,1.499,3.046,7.395,20.705,20.256
1340,467,593,33.425,69.917,0,0.269,1.639,3.717,10.011,30.358,16.961
1341,468,588,82.902,74.296,0,0.269,1.725,4.020,10.962,33.310,14.650
1342,468,590,75.971,80.890,0,0.205,1.519,3.334,8.803,26.306,40.936
1343,468,592,86.980,85.060,0,0.374,1.655,3.564,8.917,25.044,15.352
1344,469,592,17.380,54.972,0,0.263,1.424,2.595,5.357,12.301,6.966
1345,469,593,13.902,52.579,0,0.188,1.385,3.002,8.296,26.740,3.931
1346,470,595,14.692,41.498,0,0.247,1.781,4.328,12.158,37.412,15.055
1347,470,597,20.324,38.011,0,0.223,1.484,3.111,7.855,22.694,23.380
1348,470,599,15.742,50.589,0,0.324,1.799,4.007,10.050,27.587,43.457
1349,471,596,63.661,58.383,0,0.212,1.594,3.375,8.424,23.922,37.356
1350,471,597,70.575,52.042,0,0.272,1.573,3.469,9.145,27.337,16.230
1351,471,599,62.214,42.810,0,0.223,1.247,2.146,4.367,10.320,11.361
1352,471,601,54.253,46.400,0,0.330,1.597,3.306,7.933,21.450,4.310
1353,472,596,73.328,79.099,0,0.270,1.586,3.347,8.208,22.513,35.335
1354,472,598,86.656,82.534,0,0.188,1.402,2.957,7.793,23.864,9.298
1355,473,597,53.153,88.715,0,0.217,1.535,2.997,6.791,17.460,20.122
1356,473,598,48.738,88.519,0,0.155,1.303,2.417,5.733,16.600,21.392
1357,473,600,50.836,75.698,0,0.228,1.520,3.097,7.386,19.851,10.662
1358,474,598,1.380,23.665,0,0.208,1.335,2.500,5.887,16.831,22.123
1359,474,599,1.526,31.855,0,0.145,1.281,2.477,6.340,19.945,19.315
1360,475,599,84.695,41.334,0,0.228,1.422,2.757,6.223,15.822,12.961
1361,475,601,92.700,28.284,0,0.093,1.400,2.506,5.289,12.805,26.252
1362,476,602,22.695,61.284,0,1.569,1.426,2.611,5.410,12.419,3.4e38
1363,476,603,22.938,61.370,0,1.200,1.383,2.421,4.719,10.019,3.4e38
1364,476,604,22.861,61.225,0,2.472,1.435,2.612,5.317,11.832,3.4e38
1365,476,605,22.627,61.364,0,1.335,1.397,2.495,5.026,11.236,3.4e38
1366,476,606,19.854,59.120,0,0.298,1.761,4.132,11.303,34.422,9.683
1367,476,608,22.535,61.750,0,0.409,1.331,2.352,4.815,11.248,8.400
1368,476,609,22.610,61.243,0,2.726,1.371,2.386,4.625,9.782,3.4e38
1369,476,610,22.684,61.713,0,2.410,1.329,2.248,4.215,8.584,3.4e38
1370,476,611,22.842,61.597,0,2.677,1.344,2.285,4.296,8.756,3.4e38
1371,476,612,22.831,61.658,0,2.287,1.376,2.398,4.644,9.792,3.4e38
1372,476,613,22.490,61.702,0,1.389,1.330,2.251,4.232,8.685,3.4e38
1373,476,614,22.624,61.327,0,1.169,1.394,2.431,4.675,9.722,3.4e38
1374,476,615,22.615,61.757,0,2.221,1.326,2.219,4.084,8.102,3.4e38
1375,476,616,22.657,61.697,0,2.182,1.311,2.172,3.962,7.803,3.4e38
1376,476,617,23.079,61.540,0,2.439,1.416,2.538,5.074,11.079,3.4e38
1377,476,618,23.321,61.106,0,1.269,1.347,2.338,4.567,9.844,3.4e38
1378,476,619,23.547,61.184,0,3.106,1.361,2.321,4.352,8.784,3.4e38
1379,476,620,23.194,61.106,0,2.778,1.371,2.377,4.574,9.572,3.4e38
